game_type,text1,text2,answer,option1,option2,option3,option4,difficulty,category,know_more,hint,image_url,topic
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.",Make world new/clean,Make it hot,Make it wet,Make world new/clean,Make it dirty,Easy,comprehension,What does snow do?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.",Prettiest sight,Dark,Scary,Prettiest sight,Ugly,Easy,comprehension,How does it look?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.",Dirt and grime,People,Dirt and grime,Cars,Houses,Easy,comprehension,What does it cover?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.",A happy rhyme,A sad song,A loud noise,A happy rhyme,A quiet place,Easy,comprehension,What does it make the world?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.","No, covers dirt",Sometimes,Maybe,"No, covers dirt",Yes,Easy,comprehension,Is snow dirty?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.","No, snow falls in winter",Spring,Yes,Maybe,"No, snow falls in winter",Easy,comprehension,Is it summer?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.",Yes,No,Yes,Scared,Hates it,Easy,comprehension,Does the poet like snow?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Snow,"Snow makes the world look new and clean,\nThe prettiest sight I've ever seen.\nIt covers up the dirt and grime,\nAnd makes the world a happy rhyme.",White (implied),Blue,Red,Green,White (implied),Easy,comprehension,What color is snow?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Books,"Books are keys to wisdom's treasure,\nBooks are gates to lands of pleasure;\nBooks are paths that upward lead,\nBooks are friends. Come, let us read.",Wisdom's treasure,Car,Wisdom's treasure,Box,House,Easy,comprehension,What are books keys to?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Books,"Books are keys to wisdom's treasure,\nBooks are gates to lands of pleasure;\nBooks are paths that upward lead,\nBooks are friends. Come, let us read.",Lands of pleasure,School,Work,Lands of pleasure,Prison,Easy,comprehension,What are books gates to?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
story-nebula,Books,"Books are keys to wisdom's treasure,\nBooks are gates to lands of pleasure;\nBooks are paths that upward lead,\nBooks are friends. Come, let us read.",Upward,Backward,Upward,Downward,Nowhere,Easy,comprehension,Where do books lead?,Read the poem closely.,dynamic:shape:star,Poetry comprehension
